location_id,is-verified,is-hidden,is-location-screening-patients,is-location-collecting-specimens,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,lat,lng,location-place-of-service-type,location-contact-phone-main,location-contact-url-main,location-hours-of-operation,is-location-accepting-third-party-orders-for-testing,is-location-only-testing-patients-that-meet-criteria,is-location-by-appointment-only,location-contact-phone-appointments,location-contact-url-appointments,location-specific-testing-criteria,additional-information-for-patients,data-source,is-ready-for-prod,location-address-district
f8eca879-230f-4880-bdeb-41f3a0fa773c,TRUE,FALSE,TRUE,TRUE,Urgent Care in Issaquah,"1740 NW Maple Street, Suite 100",Issaquah,WA,98027,47.54301,-122.06336,Urgent Care,425-391-3900,https://www.uwmedicine.org/locations/urgent-care-issaquah,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
43f26324-84da-469c-944d-9b4d3c339593,TRUE,FALSE,TRUE,TRUE,UW Neighborhood Issaquah Clinic - Primary Care and Urgent Care Services,"1740 NW Maple Street, Suite 100",Issaquah,WA,98027,47.54301,-122.06336,Clinic,425-391-3900,https://www.uwmedicine.org/locations/primary-care-issaquah,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
a00b9fc9-64ba-4f5d-a506-48ea3b4725ae,TRUE,FALSE,TRUE,FALSE,Benton County Health Department,800 West Canal Drive,Kennewick,WA,,46.210827,-119.12895,Public Health Department,509-582-7761,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Benton County
2b156e5f-8d1c-48a5-b7f0-ed4df3f94c3a,TRUE,FALSE,TRUE,TRUE,Benton Franklin Health District,7102 West Okanogan Place,Kennewick,WA,,46.222317,-119.216194,Public Health Department,509-460-4200,https://www.bfhd.wa.gov/,,FALSE,TRUE,TRUE,,,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Benton County
208e26fa-58b5-47b4-99e1-45631bfce36b,TRUE,FALSE,TRUE,FALSE,Birch Creek Health Department,13111 Southeast 274th Street,Kent,WA,,47.355816,-122.1668,Public Health Department,206-296-4930,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
2e8f6d15-4f2d-4ad4-b402-7fd09ca4875d,TRUE,FALSE,TRUE,TRUE,Kent Health Center,25742 104th Avenue Southeast,Kent,WA,,47.37186,-122.2024,Public Health Department,206-296-4500,,,FALSE,TRUE,TRUE,,,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
b96d6ebf-c227-418b-bb5f-300c6788168f,TRUE,FALSE,TRUE,TRUE,UW Neighborhood Kent-Des Moines Clinic,23213 Pacific Highway S,Kent,WA,98032,47.393444,-122.29496,Clinic,206-870-8880,https://www.uwmedicine.org/locations/primary-care-kent-des-moines,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
60dfedfb-1818-4e1c-bb32-8b55b59b03f4,TRUE,FALSE,TRUE,TRUE,Primary Care at Lake Forest Park,"17191 Bothell Way NE, Suite 205",Lake Forest Park,WA,98155,47.7539799,-122.2782252,Clinic,206-668-8272,https://www.uwmedicine.org/locations/northwest-primary-care-lake-forest-park-clinic,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
0d370755-5994-422a-adff-a55ae6567e0a,TRUE,FALSE,TRUE,FALSE,Island County Health Department,5455 Maxwelton Road,Langley,WA,,48.010464,-122.41036,Public Health Department,360-221-8880,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Island County
c07179f5-70d9-4e7e-950a-1c7fd66fdf6a,TRUE,FALSE,TRUE,FALSE,Pacific County Health Department,605 Oregon Avenue South,Long Beach,WA,,46.3482419,-124.0537702,Public Health Department,360-642-9349,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Pacific County
fe774faa-3e5b-4ddd-82e7-80ba02e32617,TRUE,FALSE,TRUE,TRUE,UW Medicine Lopez Island Clinic,103 Washburn Place,Lopez Island,WA,98261,48.5249916,-122.9127319,Clinic,360-468-2245,https://www.uwmedicine.org/locations/lopez-island-clinic,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
93a80306-2891-4061-b342-a579159e6861,TRUE,FALSE,TRUE,TRUE,Maple Valley Clinic - Urgent Care - Valley Medical Center,26458 Maple Valley Black Diamond Rd SE,Maple Valley,WA,98038,47.363056,-122.02128,Urgent Care,454-656-5506,http://www.valleymed.org/MapleValleyUC/?terms=maple%20valley,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
3f207c0e-b9e3-4fc5-92cf-599aefe895fe,TRUE,FALSE,TRUE,FALSE,Grant County Health District,1038 W. Ivy Suite 1,Moses Lake,WA,98837,47.1226289,-119.2899047,Public Health Department,509-766-7960,http://granthealth.org/updates-for-covid-19-in-grant-county/,,FALSE,TRUE,TRUE,,,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Grant County
b9997c47-c99d-4610-a471-1cef3512a2fe,TRUE,FALSE,TRUE,FALSE,Thurston County Health Department,412 Lilly Road Northeast,Olympia,WA,,47.052788,-122.84441,Public Health Department,360-867-2500,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Thurston County
6a1b3512-3721-4033-94ff-acaa5a4d3880,TRUE,FALSE,TRUE,TRUE,UW Neighborhood Olympia Clinic - Primary Care Services,3525 Ensign Rd. NE,Olympia,WA,98506,47.0505383,-122.8458469,Clinic,360-507-9100,https://www.uwmedicine.org/locations/primary-care-olympia,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
2a9943b6-4eea-4270-9c21-87bdda38d2fc,TRUE,FALSE,TRUE,FALSE,Benton Franklin Health Department,310 7th St,Prosser,WA,,46.20848,-119.7719,Public Health Department,509-786-1633,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Benton County
f990f286-a106-4ac0-82f8-3255584c4473,TRUE,FALSE,TRUE,FALSE,Whitman County Health Department,1205 Southeast Professional Mall Boulevard,Pullman,WA,,46.719063,-117.165054,Public Health Department,509-332-6752,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Whitman County
5fa16b34-3c6c-43e0-89bd-7db4175da999,TRUE,FALSE,TRUE,FALSE,Pierce County Health Department,606 East Main Avenue,Puyallup,WA,,47.191814,-122.286896,Public Health Department,253-845-9177,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,Pierce County
ae5807dc-308d-4109-9aef-5aaa19b8b019,TRUE,FALSE,TRUE,FALSE,King County Health Department,10700 Southeast 174th Street,Renton,WA,,47.44655,-122.19842,Public Health Department,206-296-4955,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
5f65827b-4adf-4808-99a2-a94998a2ef5a,TRUE,FALSE,TRUE,FALSE,King County Health Department,900 Oakesdale Avenue Southwest,Renton,WA,,47.472095,-122.2354,Public Health Department,206-296-4932,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
9e068447-3f97-49b9-87b0-52e467bdcf82,TRUE,FALSE,TRUE,TRUE,Valley Medical Center,400 S. 43rd St.,Renton,WA,98055,47.44115,-122.21547,Medical Center,425-690-1000,https://www.uwmedicine.org/locations/valley-medical-center,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
211341dc-332a-473b-a695-600db435b362,TRUE,FALSE,TRUE,TRUE,Cascade Clinic - Valley Medical Center,4033 Talbot Rd. S.,Renton,WA,98055,47.442936,-122.21195,Clinic,425-656-5400,http://www.valleymed.org/cascadepc/,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
67e7f70a-395e-456d-b1fd-f550d52be990,TRUE,FALSE,TRUE,TRUE,Fairwood Clinic - Valley Medical Center,14410 SE Petrovitsky Rd,Renton,WA,98058,47.444263,-122.149155,Clinic,425-656-4242,http://www.valleymed.org/fairwoodpc/,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
9e1a5641-4a50-437d-a7b8-b809ac389c77,TRUE,FALSE,TRUE,TRUE,Highlands Clinic - Valley Medical Center,3901 NE 4th Street,Renton,WA,98056,47.488564,-122.16667,Clinic,425-656-5500,http://www.valleymed.org/highlandspc/,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
3963d13c-e40d-40a0-b144-1154ec04dd55,TRUE,FALSE,TRUE,FALSE,King County Health Department,10501 Meridian Avenue North,Seattle,WA,,47.70511,-122.33394,Public Health Department,206-296-4912,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
c3770430-9f2a-415b-b96b-16f7750a522b,TRUE,FALSE,TRUE,FALSE,King County Health Department,10821 8th Avenue Southwest,Seattle,WA,,47.5061601,-122.3453162,Public Health Department,206-296-4646,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
48e06390-2795-4d9a-bffa-f876d4246d1c,TRUE,FALSE,TRUE,FALSE,Seattle / King County Department Of Public Health,401 5th Avenue,Seattle,WA,,47.62215,-122.34765,Public Health Department,206-296-4720,http://www.kingcounty.gov/healthservices/health/locations.aspx,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
bcfbec2f-6ea0-49cd-a0bb-62bf867eabac,TRUE,FALSE,TRUE,FALSE,Seattle Health Department,999 3rd Avenue,Seattle,WA,,47.6050632,-122.3339756,Public Health Department,206-296-0100,,,FALSE,TRUE,TRUE,"800-525-0127, #",,https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020/TestingforCOVID19,https://www.doh.wa.gov/Emergencies/Coronavirus,provider website,TRUE,King County
92a59411-7b42-4447-b2c7-3a348b9964f7,TRUE,FALSE,TRUE,TRUE,Harborview Medical Center,325 9th Ave,Seattle,WA,98104,47.60419,-122.32352,Medical Center,206-744-3000,https://www.uwmedicine.org/locations/harborview-medical-center,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
7749b49b-c72c-4148-a436-835e576a396d,TRUE,FALSE,TRUE,TRUE,Urgent Care in Ballard,"1455 NW Leary Way, Suite 145",Seattle,WA,98107,47.66365,-122.374916,Urgent Care,206-789-7777,https://www.uwmedicine.org/locations/urgent-care-ballard,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
898f4ad5-73ce-4c27-b165-e1ce55167a3c,TRUE,FALSE,TRUE,TRUE,Urgent Care in Ravenna,4915 25th Ave. NE,Seattle,WA,98105,47.664776,-122.30087,Urgent Care,206-525-7777,https://www.uwmedicine.org/locations/urgent-care-ravenna,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
2c039ab5-04d3-4b56-b22d-5b2050712b7b,TRUE,FALSE,TRUE,TRUE,UW Medical Center - Montlake,1959 NE Pacific St.,Seattle,WA,98195,47.650784,-122.30811,Medical Center,206-598-3300,https://www.uwmedicine.org/locations/uw-medical-center,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
a8ee7594-6166-41b0-a8a7-119b1c0973ce,TRUE,FALSE,TRUE,TRUE,UW Medical Center - Northwest,1550 N 115th St.,Seattle,WA,98133,47.712307,-122.33911,Medical Center,877-694-4677,https://www.uwmedicine.org/locations/northwest-hospital,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
2f37c9fb-5b7e-4180-a5e3-d504511db804,TRUE,FALSE,TRUE,TRUE,Adult Medicine Clinic at Harborview,"325 9th Ave., Ground Floor",Seattle,WA,98104,47.60419,-122.32352,Clinic,206-520-5000,https://www.uwmedicine.org/locations/adult-medicine-harborview,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
cb95b825-541f-4d7c-81ab-a1f356f98dd6,TRUE,FALSE,TRUE,TRUE,Family Medicine Clinic at Harborview,"401 Broadway, Suite 2075",Seattle,WA,98104,47.6054787,-122.3213825,Clinic,206-520-5000,https://www.uwmedicine.org/locations/family-medicine-harborview,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
d8800e0c-0a82-4238-b9c0-1fd9ae29c61f,TRUE,FALSE,TRUE,TRUE,General Internal Medicine Center at UW Medical Center-Roosevelt,"4245 Roosevelt Way NE, 3rd Floor",Seattle,WA,98105,47.65868,-122.31778,Clinic,206-598-8750,https://www.uwmedicine.org/locations/general-internal-medicine-center-uwmc-roosevelt,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
3ab14bb4-056d-4348-82cb-12fa13f1aaca,TRUE,FALSE,TRUE,TRUE,Hall Health Center,4060 East Stevens Way,Seattle,WA,98195,47.6561526,-122.3040512,Clinic,206-685-1011,https://www.uwmedicine.org/locations/hall-health-center,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
8feca6dc-327f-4ad3-9ed6-23d6fa85f37e,TRUE,FALSE,TRUE,TRUE,International Medicine Clinic at Harborview,"325 9th Ave., Ground Floor",Seattle,WA,98104,47.60419,-122.32352,Clinic,206-520-5000,https://www.uwmedicine.org/locations/international-medicine-harborview,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
09ff881a-4425-423f-95ea-81142e3d4165,TRUE,FALSE,TRUE,TRUE,Madison Clinic at Harborview,"325 9th Ave., 2nd Floor",Seattle,WA,98104,47.60419,-122.32352,Clinic,206-520-5000,https://www.uwmedicine.org/locations/madison-harborview,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
d0c326aa-57f3-408b-b1e5-676db7091d63,TRUE,FALSE,TRUE,TRUE,Pediatric Care Center at UW Medical Center-Roosevelt,4245 Roosevelt Way NE,Seattle,WA,98105,47.65868,-122.31778,Clinic,206-598-3000,https://www.uwmedicine.org/locations/pediatric-care-center-uwmc-roosevelt,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
c6051aff-f7cd-4996-805b-b3c887f90a95,TRUE,FALSE,TRUE,TRUE,Pediatric Clinic at Harborview,"325 9th Ave., Ground Floor",Seattle,WA,98104,47.60419,-122.32352,Clinic,206-520-5000,https://www.uwmedicine.org/locations/pediatrics-harborview,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
f8bacfbc-9575-461e-b910-89035aa2ee6f,TRUE,FALSE,TRUE,TRUE,Pioneer Square Clinic,206 3rd Ave. S,Seattle,WA,98104,47.600765,-122.33026,Clinic,206-744-1500,https://www.uwmedicine.org/locations/pioneer-square,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
f9ad3726-e82c-4d83-8548-205c81d34363,TRUE,FALSE,TRUE,TRUE,Primary & Specialty Care Center at Ballard,1455 NW Leary Way,Seattle,WA,98107,47.66365,-122.374916,Clinic,206-789-7777,https://www.uwmedicine.org/locations/uw-medicine-ballard,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
3b54def3-510a-4b0e-9614-12d4b08ac220,TRUE,FALSE,TRUE,TRUE,Primary & Specialty Care Center at South Lake Union,"750 Republican Street, Building F",Seattle,WA,98109,47.623226,-122.3417,Clinic,206-485-9000,https://www.uwmedicine.org/locations/south-lake-union,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
3b4474fc-e6ad-4b64-b0ed-b2710a094fcc,TRUE,FALSE,TRUE,TRUE,Primary Care - Internal Medicine at UW Medical Center - Northwest,"1560 N 115th, Suite 110",Seattle,WA,98133,47.713742,-122.3355417,Clinic,206-668-1188,https://www.uwmedicine.org/locations/northwest-primary-care-main-campus-clinic,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
af884203-7ef2-4b41-a218-45b8703edeff,TRUE,FALSE,TRUE,TRUE,Primary Care at Fremont,"400 N. 34th Street, Suite 203",Seattle,WA,98103,47.650414,-122.35423,Clinic,206-545-9300,https://www.uwmedicine.org/locations/northwest-primary-care-fremont-clinic,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
067d8cf0-20cf-451b-8335-48b6a72eee27,TRUE,FALSE,TRUE,TRUE,Primary Care at North Seattle,11011 Meridian Ave N.,Seattle,WA,98133,47.708797,-122.33401,Clinic,206-668-5181,https://www.uwmedicine.org/locations/northwest-primary-care-north-seattle-clinic,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
07091236-028a-4ba9-864e-c7a960e21aa4,TRUE,FALSE,TRUE,TRUE,Primary Care at Northwest Outpatient Medical Center,"10330 Meridian Ave. N, Suite 230",Seattle,WA,98133,47.70411,-122.33391,Clinic,206-668-4737,https://www.uwmedicine.org/locations/northwest-primary-care-outpatient-medical-center,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
7b6fd693-ce43-4a3e-80a1-504ad3411ac2,TRUE,FALSE,TRUE,TRUE,Senior Care Clinic at Harborview,"325 9th Ave., 3rd Floor",Seattle,WA,98104,47.60419,-122.32352,Clinic,206-744-4191,https://www.uwmedicine.org/locations/senior-care-harborview,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
6f703cf7-690c-4740-8d9e-f1feca58fecb,TRUE,FALSE,TRUE,TRUE,Third Avenue Center,2028 3rd Ave.,Seattle,WA,98121,47.612644,-122.3413,Clinic,206-521-1231,https://www.uwmedicine.org/locations/third-avenue-center,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
a8ee7594-6166-41b0-a8a7-119b1c0973ce,TRUE,FALSE,TRUE,TRUE,UW Medical Center - Northwest,1550 N 115th St.,Seattle,WA,98133,47.712307,-122.33911,Clinic,877-694-4677,https://www.uwmedicine.org/locations/northwest-hospital,,TRUE,TRUE,TRUE,,https://www.uwmedicine.org/services/virtual-clinic,https://www.uwmedicine.org/coronavirus,"If you have symptoms like cough, fever or other respiratory problems, contact your doctor by phone or eCare before coming to a clinic or hospital. You may also contact the UW Medicine Virtual Clinic or schedule a telehealth visit through eCare.",provider website,TRUE,
